#NAME	002VWWX	004AWZY	004VWZY	006VHQK	027VYMX	031VPYH	036AXHM	036VXHM	040VYDY	047VLRL	083AYGC	083VYGC	086VHMX	110VZSZ	149VYYD	153VWG	155VCHJ	173VHJW	174ALBQ	180VHMQ	189VXZJ	195VXXY	199VOZQ	206AZFD	215ATKH	215VTKH	220VDXP	227AZMH	227VZMH	230VLSH	235VDBJ	243AHZH	243VHZH	287ADJQ	309VHJD	322VCHL	325ALRY	325VLRY	331ALDY	331VLDY	342VCSL	347APZL	347VPZL	348VYQM	350VLYY	351AZDY	351VZDY	353VGSZ	354VPYM	357VLTS	358AWXC	358VWXC	359VYSH	361ATLX	361VTLX	362VLBJ	363VLH	364VCZ	366VZMY	367VWSY	370VLZW	371VTYJ	372VJHK	373VHXR	376VYKZ	377VHWH	379ALJJ	379VLJJ	384VCZL	388ADHL	388VDHL	390VNFD	392VWLL	393VZLH	395VGSQ	C001CJB	C002HHP	C003XYQ	C006LYH	C007XXZ	C008QLX	C009HHR	C010WL	C013MJH	C014LWG	C017YYM	C018LJP	C020LBJ	C022SMR	C024XHR	C025PCY	C026CBR	C031CQS	C034LJ	319VLY	178VYDM	188VZJH	190VFYK	206VZFD	254VLXR	214VGWJ	021VLSF	287VDJQ	136VZXQ	250VSJJ	317VYL	338VHJY	139VLTW	038VLWS	063VWZB	211VLT	316VYJH	349VZNL	193VZXL	174VLBQ	314VLLY	253VXXJ	275VLSX
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus_torquis	7.17279E-05	1.28724E-05	0	1.67743E-05	0	3.9046E-05	0	2.18875E-05	1.63535E-05	1.61259E-05	3.75331E-05	4.72324E-06	0	0	4.2576E-06	1.2723E-05	0	1.05907E-05	5.1977E-05	6.73848E-06	0	0	0	2.21885E-05	1.58282E-05	0	1.22868E-06	8.1661E-05	6.7228E-05	0	0	3.1302E-05	2.96331E-05	1.18184E-05	0	0	3.26974E-06	0	1.39019E-06	2.86044E-05	2.63514E-05	5.3181E-05	0	2.35248E-05	2.68239E-05	4.55534E-05	1.2688E-05	0	7.14272E-06	2.86609E-05	7.06467E-05	0	0	4.17859E-05	1.23154E-05	8.10062E-06	1.81718E-06	3.13077E-05	0	0	5.29241E-06	2.75423E-05	0	1.15677E-05	9.65717E-06	2.93444E-05	0.00011599	0	6.41938E-05	0	0	3.03341E-05	1.96841E-05	2.07841E-05	0	3.34256E-05	2.60959E-05	0.000120181	0.000116467	5.12786E-05	2.09598E-05	1.67152E-05	0	2.56924E-05	5.7744E-06	1.51938E-05	2.66443E-05	0.00010991	2.74958E-05	9.15591E-06	5.21473E-05	6.55315E-05	3.94455E-05	3.07691E-05	5.94742E-06	0	0	2.06597E-05	0	0	0	0	5.00643E-05	0	0	1.63308E-05	1.72964E-05	3.00679E-05	7.10811E-06	2.46276E-05	2.51457E-05	3.56017E-05	9.16916E-07	7.64928E-06	0	3.64286E-06	0	1.82312E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__Psychroserpens_sp._NJDZ02	7.79651E-06	1.39451E-05	0	0.000118618	0	7.06648E-05	0	0	0	2.70686E-05	6.65733E-05	2.03099E-05	0	0	1.39191E-06	0	0	3.50622E-05	4.52536E-06	2.98663E-05	0	0	0	4.4377E-05	2.5937E-05	0	7.37207E-07	4.82266E-05	3.41475E-05	0	0	2.19568E-05	0	7.29959E-06	0	0	1.86842E-05	0	0	0	2.83278E-05	2.31917E-05	0	2.12297E-05	1.09563E-05	3.75179E-05	0	0	5.85095E-06	3.17218E-05	0	0	0	2.28648E-05	1.18593E-05	8.78033E-05	9.56411E-07	8.75556E-05	1.42303E-05	2.42962E-05	4.2028E-06	1.73952E-05	0	0	2.23223E-05	2.1397E-05	9.17824E-05	5.51416E-05	3.76522E-05	0	0	0	0	2.87779E-05	0	4.04927E-05	8.4727E-06	3.85281E-05	2.74347E-05	4.96028E-05	6.54913E-05	1.69014E-05	0	3.58749E-05	8.941E-06	1.76745E-05	3.50471E-05	3.08213E-05	5.05974E-05	4.89256E-05	5.39917E-05	0.00013999	3.54798E-05	5.98444E-05	5.94742E-06	0	0	3.3761E-05	0	0	0	0	2.10797E-05	0	0	3.60036E-05	0	5.26188E-05	1.22417E-05	1.19407E-05	0	4.88088E-05	1.69277E-06	6.56661E-05	2.36286E-06	3.46939E-05	0.000155629	1.70918E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella;s__Riemerella_anatipestifer	0.000950785	0.000169755	0	0.001563008	7.71054E-06	0.00064532	0	0.00025235	0	0.00135458	0.002194452	0.000200265	0.000101194	0	5.47756E-05	7.76102E-05	0	0.000177128	0.000112229	0.000127003	2.1926E-06	0	0	0.000563429	0.00242797	0.000152187	3.88262E-06	0.004604154	0.000872363	0	0	0.000466445	0.000312494	7.21269E-06	3.3333E-05	0.000177283	0.001052856	9.62475E-05	1.44977E-05	0.000116169	0.000549128	4.11053E-05	0	0.000748205	0.0001719	0.000952854	0.000153232	0	0.000131532	0.000178783	3.63326E-05	8.36216E-05	0	0.000613849	0.000197959	0.000102515	1.54939E-05	0.000533672	0.000377992	0.001803315	8.62351E-05	0.000389217	0.000111402	0.000176918	0.000798221	0.000245148	0.001169997	0.000460221	0.005147235	6.28448E-05	0	0	0	4.9562E-05	4.21935E-06	0.001378183	0.000176849	0.000928728	0.001551029	0.000292701	0.000271734	0.000327749	0.000217128	0.00025888	0.000238178	0.001274112	0.000458457	0.000487072	0.000575085	0.000245354	0.00084473	0.005591528	0.000526487	0.000283085	9.69688E-05	5.59422E-05	4.48999E-06	0.000642466	9.12045E-05	5.23196E-05	3.20241E-05	0.000252081	0.000436086	8.95453E-05	4.30164E-05	0.000692956	0.000100137	0.000711606	0.000422143	0.000758233	0.000235292	0.00194374	3.41375E-05	0.000302911	6.86353E-06	0.000115401	4.24442E-05	0.000903014
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitalea_biformata	2.72878E-05	4.55898E-06	0	0.000111429	0	2.35549E-05	0	0.000104288	0	0.000177385	1.89035E-05	0.000629136	4.23601E-05	0	4.42135E-06	7.76102E-05	0	0.00014169	5.04254E-05	0.000194102	0	0	0	0.000255168	1.43651E-05	2.04154E-05	0	8.17961E-05	0.000150463	0	0	2.35899E-06	0.000156247	4.345E-06	0	0	3.26974E-06	2.58225E-05	0	1.92642E-05	6.31835E-05	0	0	3.44266E-05	4.11804E-05	1.20257E-05	2.5376E-05	0	1.04101E-05	2.37914E-05	0	2.66724E-05	0	9.79287E-06	5.33669E-05	1.6853E-05	0	8.69491E-05	8.89393E-06	0.000183571	6.88013E-05	1.30464E-05	3.65799E-06	0.00016467	0.00030428	0.00012777	1.54883E-05	0.0003054	5.49351E-05	1.19933E-05	0	0	1.53099E-05	2.55804E-05	4.46755E-06	0.000367824	2.20411E-05	8.40724E-05	8.53838E-05	9.36942E-05	3.01273E-05	0.000375862	0	3.9449E-05	3.84339E-05	6.82173E-05	0.000150426	5.07753E-05	4.23583E-05	1.83925E-05	4.82063E-05	8.06044E-05	2.13091E-05	6.7372E-05	0	0	0	3.72882E-05	0	0	0	0	5.53342E-05	0	0	1.17733E-05	0	4.76075E-05	2.09294E-05	3.73146E-05	0	3.1008E-05	0	1.97704E-05	0	8.52169E-06	0	3.98808E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter_salegens	1.52032E-05	7.24074E-06	0	7.60836E-05	0	4.68977E-05	0	1.93125E-05	0	3.80112E-05	3.0684E-05	1.4642E-05	0	0	2.21067E-06	0	0	2.06801E-05	7.75776E-06	8.68007E-06	0	0	0	4.67543E-05	1.81559E-05	0	0	3.85002E-05	1.38724E-05	0	0	1.07969E-05	5.38783E-05	1.9987E-06	0	0	6.77303E-06	0	0	0	2.89866E-05	1.65541E-05	0	3.72955E-05	1.39787E-05	2.11696E-05	0	0	7.29469E-06	5.98262E-06	0	0	0	2.47702E-05	3.74025E-05	4.26446E-05	2.29539E-05	2.97916E-05	0	3.50944E-05	2.6462E-06	1.59456E-05	0	3.19813E-05	1.78895E-05	1.92573E-05	0.000127922	3.60541E-05	5.49351E-05	0	0	0	1.31227E-05	0	0	5.15709E-05	1.95235E-05	4.11289E-05	4.06071E-05	3.81455E-05	3.98581E-05	2.67409E-05	0	2.38042E-05	1.76336E-05	2.57365E-05	5.1826E-05	4.23975E-05	4.6494E-05	3.42036E-05	3.92209E-05	7.44588E-05	2.76542E-05	2.98752E-05	0	4.73168E-05	0	2.01558E-05	0	0	0	0	2.76671E-05	0	0	0.000129279	0	2.50566E-05	5.52853E-06	3.43294E-05	1.0178E-05	3.27306E-05	0	2.96557E-05	0	5.74618E-05	4.00862E-05	9.1156E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter_sp._T436	2.29997E-05	9.92249E-06	0	0.000131798	0	8.02141E-05	0	0	0	7.8902E-05	6.60253E-05	8.97416E-06	0	0	4.2576E-06	0	0	2.03041E-05	1.22831E-05	2.31278E-05	3.09988E-06	0	0	8.71691E-05	5.12755E-05	0	9.82943E-07	9.58453E-05	6.40266E-05	0	0	3.7018E-05	0	5.12709E-06	0	0	3.85362E-05	0	0	1.63454E-05	5.94704E-05	1.50346E-05	0	6.71319E-05	3.40022E-05	3.29736E-05	2.8304E-05	0	1.04861E-05	1.01565E-05	0	1.65801E-05	0	8.94209E-05	3.78586E-05	1.30355E-05	4.476E-05	5.35188E-05	0	0.000101234	1.3231E-05	1.30464E-05	0	2.24549E-05	2.4697E-05	4.70733E-05	8.07685E-05	0	7.34526E-05	0	0	0	0	0	0	5.20961E-05	0.000138613	0.000122842	0.000108791	6.55289E-05	3.76559E-05	3.75456E-05	0	2.94013E-05	7.6309E-05	3.1628E-05	6.00427E-05	0.000103968	7.18896E-05	4.46905E-05	7.29085E-05	0.000153446	3.87053E-05	4.00374E-05	0	2.41513E-05	0	2.51948E-05	1.9201E-05	0	0	2.16069E-05	5.66517E-05	0	5.25756E-05	0.00032897	2.18481E-05	2.44302E-05	2.2509E-05	0.000104481	2.21522E-05	8.32621E-05	0	1.17289E-05	0	1.24681E-05	5.65923E-05	1.53826E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sediminicola;s__Sediminicola_sp._YIK13	7.01686E-06	6.70439E-06	0	9.52542E-05	0	3.01333E-05	0	2.44625E-05	0	5.12575E-05	3.75331E-05	1.32251E-05	0	0	2.04692E-06	0	0	1.09981E-05	4.65465E-06	1.18209E-05	0	0	0	5.1509E-05	3.50482E-05	0	0	3.3637E-05	2.34764E-05	0	0	1.47891E-05	0	1.2166E-06	0	0	2.84934E-05	0	0	0	5.8033E-05	2.63906E-06	0	4.30333E-05	1.39787E-05	2.02275E-05	0	0	9.65027E-06	1.51652E-05	0	0	0	1.64839E-05	1.59645E-05	1.14526E-05	1.14769E-06	4.82882E-05	1.60091E-05	7.01889E-05	2.33489E-06	0	6.65089E-06	2.38158E-05	1.32984E-05	7.64178E-06	4.63501E-05	6.3625E-05	4.32074E-05	0	0	0	0	0	0	5.75397E-05	2.39535E-05	5.60079E-05	5.88021E-05	5.43198E-05	3.58762E-05	3.6123E-05	0	2.22533E-05	1.19834E-05	2.7597E-05	3.56853E-05	3.32383E-05	4.25522E-05	2.3878E-05	2.96994E-05	0.000100788	4.12433E-05	2.11243E-05	3.62017E-06	8.62546E-06	0	2.01558E-05	1.28006E-05	0	0	0	1.97622E-05	0	0	0.000228251	1.18344E-05	2.31773E-05	1.77703E-05	4.32849E-05	0	6.71839E-05	0	1.54947E-05	0	7.74108E-06	3.77282E-05	7.40643E-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola_sp._S2-3	1.28642E-05	5.09533E-06	0	4.91248E-05	0	6.04789E-05	0	8.755E-05	0	6.73834E-05	0.000100819	1.7476E-05	0	0	1.22815E-06	0	0	2.47221E-05	3.62029E-06	1.89591E-05	1.51214E-06	0	0	6.57731E-05	4.26298E-05	0	0	0.000163862	2.93455E-05	0	0	2.53138E-05	6.4654E-05	5.30089E-06	0	0	3.36316E-05	0	0	1.28428E-05	3.09629E-05	2.75102E-05	0	5.68039E-05	1.62455E-05	6.05162E-05	1.1712E-05	0	6.45884E-06	1.36348E-05	0	9.37139E-06	0	5.29524E-05	3.83147E-05	7.76542E-05	4.35167E-06	5.29124E-05	0	3.64442E-05	5.44807E-06	7.97278E-05	8.9787E-06	1.90527E-05	0.000108762	2.44537E-05	8.28337E-05	0	0.000228382	6.71624E-06	0	0	0	0	0	6.67079E-05	2.30215E-05	8.03224E-05	6.82786E-05	4.83367E-05	5.7092E-05	2.2778E-05	2.24615E-05	3.11546E-05	2.62642E-05	2.94575E-05	6.33932E-05	0.00011369	7.5476E-05	9.12364E-05	4.24998E-05	5.73805E-05	5.82694E-05	6.70427E-05	4.91309E-06	2.71086E-06	0	3.22493E-05	0	0	0	1.32042E-05	2.63496E-05	0	0	0.000323577	2.18481E-05	2.8815E-05	1.81652E-05	4.92553E-05	2.51457E-05	6.43128E-05	2.60968E-06	4.05608E-05	0	1.76722E-05	0.000127333	6.45214E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Siansivirga;s__Siansivirga_zeaxanthinifaciens	3.27453E-05	4.55898E-06	0	4.67285E-05	0	3.20432E-05	0	2.44625E-05	0	6.22001E-05	3.86289E-05	7.08486E-06	0	0	2.53818E-06	0	0	1.56041E-05	5.04254E-06	2.06152E-05	0	0	0	8.95464E-05	4.5689E-05	0	6.8806E-07	8.01075E-05	4.3218E-05	0	0	4.23711E-05	4.04087E-05	2.1725E-06	0	0	6.11908E-05	0	1.19159E-06	6.4214E-06	2.73695E-05	1.13559E-05	0	2.52462E-05	3.02241E-05	4.99314E-05	9.76001E-06	0	6.83877E-06	6.53914E-06	0	3.74856E-05	0	4.67931E-05	0	2.03912E-05	2.48667E-06	5.85978E-05	1.68985E-05	5.80408E-05	4.82543E-06	1.4496E-05	0	1.76918E-05	2.84966E-05	2.99558E-05	7.02136E-05	0	8.88838E-05	0	0	0	0	0	0	4.64138E-05	7.95223E-06	8.51006E-05	3.48264E-05	4.20557E-05	2.10238E-05	1.13636E-05	1.79692E-05	1.5375E-05	7.0162E-06	2.97675E-05	3.40898E-05	5.73902E-05	2.57833E-05	3.15415E-05	4.79226E-05	6.18442E-05	2.73369E-05	2.90283E-05	0	8.8719E-06	0	1.76363E-05	1.36007E-05	0	0	1.20039E-05	2.37147E-05	0	0	0.000185183	2.18481E-05	2.44302E-05	1.97447E-05	1.7911E-05	0	5.39768E-05	0	1.43179E-05	0	5.09567E-06	5.42343E-05	2.02252E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana;s__Tamlana_sp._UJ94	3.78131E-05	1.68951E-05	0	6.70973E-05	0	4.73221E-05	0	3.99125E-05	0	3.45556E-05	8.73945E-05	1.18081E-05	0	0	1.71941E-06	0	0	9.61938E-06	5.68902E-06	1.86165E-05	0	0	0	4.12072E-05	7.58824E-05	0	0	0.000139209	4.16173E-05	0	0	3.06669E-05	3.77148E-05	1.9987E-06	0	0	1.37796E-05	0	0	7.58893E-06	2.68904E-05	1.1116E-05	0	4.47546E-05	1.20897E-05	3.26411E-05	0	0	7.75061E-06	1.94783E-05	0	7.92964E-06	0	4.36913E-05	1.09471E-05	1.05215E-05	1.53026E-06	4.48012E-05	9.78333E-06	5.12919E-05	3.73582E-06	2.39183E-05	5.9858E-06	8.84588E-06	2.12141E-05	2.3231E-05	4.83005E-05	0	0.000346894	0	0	0	0	0	0	5.29556E-05	1.04819E-05	7.59676E-05	6.68572E-05	4.64375E-05	2.12799E-05	1.40224E-05	0	1.82746E-05	9.87236E-06	2.10853E-05	4.20405E-05	5.60636E-05	2.33601E-05	2.21032E-05	4.19323E-05	0.000177576	2.16792E-05	2.69112E-05	2.84442E-06	3.10516E-05	0	4.08155E-05	0	0	0	0	2.89846E-05	0	0	0.000107403	1.45654E-05	1.75396E-05	1.46111E-05	2.31351E-05	1.73625E-05	7.86684E-05	1.48117E-06	1.40433E-05	2.0253E-06	4.85715E-06	4.48022E-05	5.72574E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_dicentrarchi	8.57616E-06	5.89986E-06	0	4.49312E-05	0	3.33164E-05	0	0	0	4.60741E-05	7.86277E-05	0	0	0	1.22815E-06	0	0	6.61137E-06	4.00817E-06	7.02401E-06	7.03143E-06	0	0	3.80374E-05	2.5272E-05	0	0	0.000188921	4.90871E-05	0	0	2.62211E-05	0	1.0428E-06	0	0	1.0977E-05	0	0	8.75646E-06	2.56327E-05	4.55837E-06	0	2.40986E-05	1.09563E-05	2.10033E-05	0	0	4.25524E-06	5.28697E-06	3.43141E-05	0	0	5.46806E-05	1.27716E-05	5.95908E-06	1.29115E-06	3.15352E-05	0	3.50944E-05	3.89148E-06	1.01472E-05	0	1.02068E-05	3.27711E-05	2.53707E-05	9.2815E-05	0	7.59216E-05	0	0	2.81674E-05	0	0	0	5.60594E-05	1.28664E-05	0.000116613	5.359E-05	4.73064E-05	1.2855E-05	1.48523E-05	0	9.77795E-06	1.18592E-05	1.1783E-05	2.94895E-05	5.53912E-05	1.45395E-05	4.88046E-06	4.95148E-05	5.4146E-05	2.31068E-05	3.24157E-05	4.39592E-06	2.71086E-06	0	2.4187E-05	1.04005E-05	3.63962E-05	0	0	0	0	0	0.000116442	1.82068E-05	1.50339E-05	8.68769E-06	1.41795E-05	8.38191E-06	7.12035E-05	3.7382E-06	6.31556E-06	0	4.03317E-06	0	1.70918E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_jejuense	2.80674E-05	1.12634E-05	0	9.70515E-05	0	0.000185469	0	4.8925E-05	0	7.14149E-05	7.26005E-05	5.66789E-06	0	0	5.48575E-06	1.52676E-05	0	5.3549E-05	5.50801E-05	1.15354E-05	1.20971E-06	0	0	5.46788E-05	2.14147E-05	0	2.30992E-06	0.00010699	9.81742E-05	0	0	4.36414E-05	8.08174E-05	1.43385E-05	0	0	1.33125E-05	0	2.08528E-06	2.9772E-05	0.000139483	6.07783E-06	0	3.04102E-05	2.00235E-05	4.87677E-05	1.952E-05	0	1.37535E-05	3.21392E-05	3.63326E-05	1.65801E-05	0	4.20961E-05	9.57868E-06	2.39294E-05	3.10834E-06	3.9798E-05	8.89393E-06	6.20902E-05	3.4245E-06	3.91391E-05	0	2.65377E-05	9.34054E-06	3.48465E-05	0.000155686	0	9.99943E-05	0	0	3.03341E-05	0.00014435	0	3.72296E-06	5.87335E-05	2.3772E-05	0.000150907	0.000163802	6.69191E-05	0.000141238	3.47682E-05	1.64718E-05	9.21824E-05	8.50637E-06	0.000148528	3.7068E-05	9.07739E-05	8.87877E-05	1.62951E-05	0.000113816	0.000117349	6.05431E-05	4.59184E-05	4.39592E-06	7.76291E-05	0	3.27532E-05	0	0	0	1.68054E-05	2.89846E-05	0	0	4.32955E-05	1.36551E-05	0.000107743	1.22417E-05	3.43294E-05	2.63431E-05	0.000105657	1.05798E-06	8.86532E-05	2.36286E-06	1.31186E-05	4.95183E-05	3.37562E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_maritimum	5.57451E-05	5.63168E-06	0	0.000146176	0	4.13803E-05	0	4.635E-05	0	5.70167E-05	5.01354E-05	1.51144E-05	0	0	3.5207E-06	0	0	1.52281E-05	5.81832E-06	2.44984E-05	1.73896E-06	0	0	7.92446E-05	5.36697E-05	2.59832E-05	6.8806E-07	0.000110435	3.09462E-05	0	0	2.59489E-05	0	5.12709E-06	0	0	2.28882E-05	0	0	0	3.56343E-05	1.18358E-05	0	6.82794E-05	2.26681E-05	2.57139E-05	1.5616E-05	0	8.20653E-06	6.40001E-06	0	1.1534E-05	0	5.4459E-05	1.414E-05	1.12664E-05	1.29115E-06	3.72964E-05	8.89393E-06	3.23949E-05	5.60373E-06	2.02944E-05	0	3.33422E-05	5.92095E-05	4.70733E-05	8.36368E-05	3.8175E-05	0.00015925	0	0	0	0	0	2.97836E-06	5.86857E-05	1.31932E-05	0.000199838	8.47205E-05	4.63134E-05	2.16384E-05	2.89424E-05	0	2.42763E-05	8.941E-06	1.70543E-05	5.87663E-05	6.42596E-05	3.21807E-05	1.64564E-05	5.96195E-05	9.34132E-05	2.41644E-05	3.77321E-05	0	0	0	2.77142E-05	1.60008E-05	0	0	0	1.44923E-05	0	0	0.000128063	1.27447E-05	1.87924E-05	2.05345E-05	4.77627E-05	7.7832E-06	7.40746E-05	9.87448E-07	1.37687E-05	2.36286E-06	1.1926E-05	2.82961E-05	2.4783E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_mesophilum	3.97622E-05	6.97256E-06	0	8.86643E-05	0	2.5677E-05	0	0	0	4.37704E-05	5.47928E-05	0	0	0	0	0	0	9.52538E-06	6.2062E-06	6.79558E-06	0	0	0	9.11313E-05	2.78657E-05	0	8.35501E-07	0.000121445	4.42851E-05	0	0	2.5586E-05	0	0	0	0	1.54145E-05	0	1.78739E-06	0	1.71284E-05	4.23848E-06	0	0	1.32231E-05	2.59355E-05	0	0	3.64735E-06	4.31305E-06	0	0	0	2.54349E-05	0	6.70396E-06	2.19975E-06	5.76123E-05	2.31242E-05	2.69957E-05	0	0	4.98817E-06	1.08872E-05	1.13986E-05	2.62877E-05	4.79563E-05	0	0.00016604	0	0	0	0	0	0	4.39785E-05	1.1535E-05	9.03022E-05	6.27349E-05	5.18744E-05	8.86021E-06	9.83942E-06	2.0964E-05	7.41775E-06	3.29079E-06	1.33334E-05	3.68287E-05	7.00568E-05	2.4911E-05	2.82341E-06	4.05923E-05	9.87825E-05	1.73962E-05	2.86049E-05	8.53326E-06	3.45018E-06	0	4.43428E-05	0	0	0	0	4.21594E-05	0	0	5.46131E-05	1.91171E-05	8.14338E-06	8.29279E-06	3.35831E-05	7.7832E-06	8.67075E-05	0	2.98126E-06	0	1.75638E-06	7.07404E-05	2.39285E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_sp._DSM_106434	1.40337E-05	4.02263E-06	0	0.000143181	0	4.68977E-05	0	0	0	4.03149E-05	7.39703E-05	1.6059E-05	0	0	2.94757E-06	0	0	1.81108E-05	1.08609E-05	1.7817E-05	0	0	0	0.000128376	2.76661E-05	0	0	9.63181E-05	2.82784E-05	0	0	1.95978E-05	0	1.738E-06	0	0	2.40559E-05	0	0	0	3.68321E-05	9.5166E-06	0	3.50004E-05	2.04013E-05	2.54922E-05	1.6592E-05	0	7.82659E-06	5.4261E-06	0	0	0	4.68374E-05	1.00348E-05	2.28121E-05	9.08591E-07	1.48579E-05	1.95667E-05	3.10451E-05	5.29241E-06	2.89919E-05	0	1.63309E-05	1.45649E-05	2.5065E-05	7.0443E-05	0	0.000167274	0	0	0	0	0	0	7.30587E-05	1.5384E-05	6.24192E-05	5.51536E-05	4.66485E-05	2.35205E-05	1.85103E-05	0	1.99605E-05	1.00586E-05	7.44188E-06	3.63766E-05	0.000126847	3.64133E-05	1.47624E-05	4.55422E-05	9.12137E-05	3.6273E-05	3.8579E-05	0	0	0	2.72103E-05	0	0	0	2.88092E-05	2.10797E-05	0	0	5.22584E-05	0	6.51471E-05	1.30315E-05	2.53739E-05	0	5.45511E-05	0	2.42031E-05	0	3.52143E-05	7.78144E-05	3.24743E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_sp._SZ-18	2.41692E-05	8.04526E-06	0	7.42863E-05	0	2.35549E-05	0	4.635E-05	0	3.39797E-05	7.75318E-05	0	0	0	2.21067E-06	0	0	8.93005E-06	9.4386E-06	1.36483E-05	0	0	0	3.96223E-05	2.94618E-05	0	6.8806E-07	9.19277E-05	1.38724E-05	0	0	1.32467E-05	0	3.7367E-06	0	0	7.70724E-06	0	1.29089E-06	0	2.70701E-05	9.19671E-06	0	3.27053E-05	1.28453E-05	2.14467E-05	9.76001E-06	0	2.8115E-06	1.39131E-05	0	0	0	2.00732E-05	6.84191E-06	3.47302E-05	1.00423E-06	2.85787E-05	9.78333E-06	7.69378E-05	3.58016E-06	9.42238E-06	0	1.22481E-05	6.80751E-06	1.49779E-05	0.00014341	3.18125E-05	0.000127153	0	0	0	0	0	0	4.63183E-05	4.4058E-06	6.91934E-05	6.09817E-05	2.88605E-05	3.19326E-05	1.19902E-05	2.99486E-05	2.2051E-05	4.84304E-06	1.5814E-05	3.12179E-05	5.08116E-05	2.44586E-05	2.6419E-05	3.30887E-05	0.000173435	5.28761E-05	4.46481E-05	2.58584E-06	0	0	2.72103E-05	0	0	0	0	4.47944E-05	0	0	8.4844E-05	1.27447E-05	0.000152845	1.14519E-05	2.46276E-05	9.57932E-06	9.0727E-05	7.0532E-07	2.8675E-05	0	2.69962E-05	3.30122E-05	1.88009E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum_todarodis	2.49488E-05	4.02263E-06	0	6.4701E-05	0	4.56244E-05	0	2.3175E-05	0	2.93723E-05	0.000139174	0	0	0	0	0	0	5.67136E-06	7.24057E-06	9.82219E-06	3.55352E-06	0	0	3.09054E-05	1.31015E-05	0	5.89766E-07	0.000125835	2.13422E-05	0	0	1.26115E-05	0	1.738E-06	0.000184209	0	9.10856E-06	0	0	9.34022E-06	2.64712E-05	9.83648E-06	0	4.13119E-05	1.47343E-05	1.74012E-05	0	0	8.28251E-06	5.00871E-06	0	0	0	2.10923E-05	9.57868E-06	2.03912E-05	5.26026E-07	2.70626E-05	1.06727E-05	2.69957E-05	6.22636E-06	9.42238E-06	0	0	1.53565E-05	0.000164451	6.71159E-05	0	0.000135795	0	0	0	0	0	0	5.53432E-05	1.2237E-05	4.63305E-05	3.90908E-05	4.02433E-05	2.98072E-05	1.22781E-05	0	1.51727E-05	5.89858E-06	9.61243E-06	3.01277E-05	6.23151E-05	1.79643E-05	5.96949E-06	3.94415E-05	5.53104E-05	5.20829E-05	3.31214E-05	7.24034E-06	0	0	1.76363E-05	0	0	0	0	1.71273E-05	0	0	7.97548E-05	1.45654E-05	4.63546E-05	1.10571E-05	2.76128E-05	0	4.99573E-05	1.26958E-06	6.70783E-06	1.91279E-06	5.13904E-06	3.77282E-05	3.09076E-05
